Date,Open,High,Low,Close,Adj Close,Volume
2002-05-01,0.11564300209283829,0.12428600341081619,0.10714299976825714,0.1076430007815361,1478806000,0.1076430007815361
2002-06-01,0.1080000028014183,0.1232139989733696,0.08421400189399719,0.09992899745702744,741902000,0.09992899745702744
2002-07-01,0.10000000149011612,0.12992900609970093,0.08500000089406967,0.0953570008277893,736106000,0.0953570008277893
2002-08-01,0.0949999988079071,0.09992899745702744,0.07064300030469894,0.09364300221204758,648830000,0.09364300221204758
2002-09-01,0.09364300221204758,0.09764300286769867,0.06892900168895721,0.06928600370883942,557494000,0.06928600370883942
2002-10-01,0.07092899829149246,0.07357099652290344,0.03464300185441971,0.06407099962234497,1691480000,0.06407099962234497
2002-11-01,0.0628570020198822,0.07999999821186066,0.05535700172185898,0.07750000059604645,1019676000,0.07750000059604645
2002-12-01,0.07428599894046783,0.0928570032119751,0.06842900067567825,0.07864300161600113,951006000,0.07864300161600113
2003-01-01,0.08464299887418747,0.09564299881458282,0.07621400058269501,0.0942860022187233,1159970000,0.0942860022187233
2003-02-01,0.09385699778795242,0.1228569969534874,0.08242899924516678,0.12221399694681168,1291780000,0.12221399694681168
2003-03-01,0.12078599631786346,0.15950000286102295,0.10642900317907333,0.14535699784755707,2433298000,0.14535699784755707
2003-04-01,0.14642900228500366,0.17635700106620789,0.1325709968805313,0.16285699605941772,3365628000,0.16285699605941772
2003-05-01,0.16192899644374847,0.18521399796009064,0.1466429978609085,0.16071400046348572,2832900000,0.16071400046348572
2003-06-01,0.1607860028743744,0.1882140040397644,0.128929004073143,0.18250000476837158,4753672000,0.18250000476837158
2003-07-01,0.18285700678825378,0.20428599417209625,0.16107100248336792,0.1871429979801178,2999304000,0.1871429979801178
2003-08-01,0.18514299392700195,0.2412859946489334,0.1614290028810501,0.2380709946155548,2132536000,0.2380709946155548
2003-09-01,0.2373570054769516,0.28742900490760803,0.21728600561618805,0.23971399664878845,3591994000,0.23971399664878845
2003-10-01,0.23857100307941437,0.4357140064239502,0.23857100307941437,0.4092859923839569,7115556000,0.4092859923839569
2003-11-01,0.4099290072917938,0.4325000047683716,0.31557101011276245,0.3499999940395355,6078338000,0.3499999940395355
